序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
1630,雪山女生是哪座山的人格化？,喜马拉雅山,昆仑山,长白山,泰山,1,5900,5910,
1631,印度神话中的一种巨鸟，主神毗湿奴的坐骑？,迦楼罗,凤凰,喜鹊,大雁,1,5900,5910,
1632,古罗马人以罗马神话中的众神之王朱比特命名的？,木星,金星,水星,火星,1,5900,5910,
1633,代表水星的神？,部陀,多罗,天魔,太白仙人,1,5900,5910,
1634,中国佛教吃素主要起源于？,梁武帝,始皇帝,隋炀帝,光武帝,1,5900,5910,
1635,中国佛教鼎盛时期？,隋唐,清,明,宋,1,5900,5910,
1636,华夏神州炎黄子孙唯一的本土宗教？,道教,佛教,基督教,伊斯兰教,1,5900,5910,
1637,从什么时候开始人们用黄老指称今天所说的道教？,汉,唐,晋,魏,1,5900,5910,
1638,神皇后；生育之神，妇女的保护者；朱庇特的三姐及妻子？,茱诺,阿波罗,玛尔斯,朱庇特,1,5900,5910,
1639,罗马神话中的索尔是什么神？,太阳神,裁决之声,雷神,光明神,1,5900,5910,
1640,北欧神话中永恒之枪的主人？,海姆达尔,西芙,洛基,奥丁,1,5900,5910,
1641,少女美杜莎因遭谁的嫉妒而变成蛇发女妖？,雅典娜,阿佛洛狄忒,阿尔忒弥斯,赫拉,1,5900,5910,
1642,冥王司掌冥界，统治阴暗世界的叫什么？,哈迪斯,雅典娜,宙斯,阿波罗,1,5900,5910,
1643,以下谁没有追求过特洛伊公主卡珊德拉？,埃涅阿斯,奥特里奥纽斯,奥迪蛮牛死,阿波罗,1,5900,5910,
1644,龙生九子之老大囚牛，常见地方？,琴头,佛像,刀柄,殿角,1,5900,5910,
1645,精卫填海填的是哪片海？,东海,黄海,北海,南海,1,5900,5910,
1646,在希腊神话中，掌管婚姻捍卫家庭被称为妇女的保护神？,赫拉,雅典娜,阿芙洛狄忒,哈迪斯,1,5900,5910,
1647,哪位希腊诗人的史诗包含绝大部分希腊神话？,荷马,赫西俄德,佛洛伊德,柏拉图,1,5900,5910,
1648,赫尔墨斯是谁的孩子？,宙斯,波塞冬,维多利亚,小泽玛莉亚,1,5900,5910,
1649,中国神话中后羿的老婆是谁？,嫦娥仙子,月亮姐姐,太阳妹子,星星屌丝,1,5900,5910,
1650,赛王是如何迷惑水手的？,歌声,色诱,放大招,雷,1,5900,5910,
1651,宙斯热恋赫拉时变成什么鸟接近她后来成为这位女神的圣鸟？,杜鹃,乌鸦,凤凰,太阳鸟,1,5900,5910,
1652,希腊神话中有多少神？,12,11,13,14,1,5900,5910,
1653,普罗米修斯在哪里取到了火？,太阳车,宝马,奔驰,法拉利,1,5900,5910,
1654,在神话故事中花神昙花爱上的男子叫什么？,韦陀,阿修,逍遥,梦花神,1,5900,5910,
1655,希腊神话中死神叫什么？,达那都斯,泰尔洛斯,普罗修斯,普罗旺斯,1,5900,5910,
1656,埃及狮身人面像名字是？,斯芬克斯,米斯克斯,赫尔克斯,阿拉克斯,1,5900,5910,
1657,火神两个仆人被谁锁起来了？,普罗米修斯,雅典娜,潘多拉,宙斯,1,5900,5910,
1658,阿咯琉斯最终死在谁的剑下？,帕里斯,普里阿摩斯,赫尔托尔,得伊福玻斯,1,5900,5910,
1659,撞断天柱的是哪位神话人物？,共工,蚩尤,刑天,后羿,1,5900,5910,
1660,外号扳松贼是谁？,辛尼斯,俄里翁,法厄同,普里阿摩斯,1,5900,5910,
1661,下面哪一位不是命运三女神之一？,菲迪亚斯,拉克西丝,阿特洛波斯,克罗索,1,5900,5910,
1662,哪咤是谁的儿子？,李靖,太上老君,姜子牙,雷震子,1,5900,5910,
1663,雅典娜除了是智慧女神还是什么神？,女战神,女死神,女美神,女丑神,1,5900,5910,
1664,封神榜中，申公豹最初是谁的弟子？,元始天尊,通天教主,道德天尊,太乙真人,1,5900,5910,
1665,希腊神话战神是谁？,阿瑞斯,宙斯,阿波罗,狄俄尼索斯,1,5900,5910,
1666,希腊神话中赫尔墨斯发明乐器是？,里拉琴,笛子,风笛,大提琴,1,5900,5910,
1667,梁山伯和祝英台双双化成了什么？,蝴蝶,飞蛾,蜘蛛,蚂蚱,1,5900,5910,
1668,宝马是哪国品牌？,德国,日本,美国,俄罗斯,1,5900,5910,
1669,大众汽车的标志是什么英文字母？,W,M,T,X,1,5900,5910,
1670,MINI Cooper是什么公司的产品？,宝马,克莱斯勒,比亚迪,菲亚特,1,5900,5910,
1671,奥迪是哪国车？,德国,美国,中国,日本,1,5900,5910,
1672,汽车在什么状态下排放的一氧化碳最多？,停车下开动发动机,高速行驶,中速行驶,低速行驶,1,5900,5910,
1673,宝马标志的原型是什么？,螺旋桨,轮胎,垃圾桶,易拉罐,1,5900,5910,
1674,宝马在中国的合资车叫做？,华晨宝马,尚酷宝马,汗血宝马,紫荆宝马,1,5900,5910,
1675,“奔驰”原产于哪个国家？,德国,美国,日本,中国,1,5900,5910,
1676,《疯狂的石头》中“别摸我”说的是？,宝马,奔驰,大众,布加迪,1,5900,5910,
1677,宝马品牌的英文缩写是？,BMW,BWM,BUC,BIR,1,5900,5910,
1678,俗话说“坐奔驰 开XX” XX指的是？,宝马,保时捷,宝洁,宝来,1,5900,5910,
1679,V8发动机指的是？,8气缸,6气缸,9气缸,4气缸,1,5900,5910,
1680,宝马320Li中的L指的是？,加长,加宽,加高,加厚,1,5900,5910,
1681,以下哪个品牌是德国品牌？,宝马,菲亚特,野马,野狗,1,5900,5910,
1682,BMW公司的标志颜色是？,蓝白,红白,紫绿,青橙,1,5900,5910,
1683,一些轿车车身后面有1.6 1.8 2.9等数字这是指发动机的什么？,排量,最大扭矩,压缩比,车距,1,5900,5910,
1684,家用汽车不适合做的动作是？,漂移,过弯,加速,乘坐,1,5900,5910,
1685,标志是四个圆环的汽车是什么品牌？,奥迪,奥拓,标志,凌志,1,5900,5910,
1686,SUV是指什么汽车？,越野车,赛车,跑车,三轮车,1,5900,5910,
1687,以下哪个类型不是量产汽车？,概念车,老爷车,进口车,皮卡,1,5900,5910,
1688,福特汽车公司属于哪个国家？,美利坚,意大利,法兰西,中华人民共和国,1,5900,5910,
1689,汽车的车身设计成流线型，主要是为什么？,减小阻力,加大阻力,减小动力,流行趋势,1,5900,5910,
1690,宝马发动机最初用在什么交通工具上？,飞机,汽车,摩托车,坦克,1,5900,5910,
1691,第一款投入使用的宝马发动机是几缸？,6缸,7缸,8缸,4缸,1,5900,5910,
1692,非诚勿扰中想在宝马车里哭的人是？,马诺,张默,李刚,柯震东,1,5900,5910,
1693,宝马公司的总部设在哪里？,慕尼黑,墨尔本,法兰克福,亚琛,1,5900,5910,
1694,以下哪些是宝马公司旗下的产品？,劳斯莱斯,马自达,英菲尼迪,莲花,1,5900,5910,
1695,以下哪些不是宝马的车型？,i5,Z4,M3,X6,1,5900,5910,
1696,宝马M指的是什么？,高性能,高消耗,高价格,更安全,1,5900,5910,
1697,宝马X指的是什么？,SVU车型,豪华型,跑车型,小型车,1,5900,5910,
1698,天猫原名叫什么？,淘宝商城,淘宝卖场,国美电器,京东商城,1,5900,5910,
1699,网易的创办人是谁？,丁磊,李彦宏,刘强东,陈欧,1,5900,5910,
1700,唯品会是一家做什么的网站？,专做特卖,专做高端,专做私厨水饺,专做二手,1,5900,5910,
1701,新浪的外文名称是什么？,SINA,SINNA,XINNA,SIN,1,5900,5910,
1702,“我是陈欧，我为自己代言”是哪个公司的标语？,聚美优品,京东,1号店,淘宝,1,5900,5910,
1703,百度的官方网站是？,baidu.com,qq.com,baibi.com,baibai.com,1,5900,5910,
1704,下列电商有售药品的是哪家？,天猫,唯品会,京东,凡客诚品,1,5900,5910,
1705,Facebook是一个什么样的网站？,社交服务网站,相亲网站,二手交易网站,视频网站,1,5900,5910,
1706,京东的创始人是？,刘强东,刘强,奶茶妹妹,雷军,1,5900,5910,
1707,小鸡是由鸡蛋的什么发育来的？,蛋黄,蛋清,蛋白,蛋壳,1,5900,5910,
1708,人脑中控制人平衡力的是？,小脑,端脑,脑干,脑壳,1,5900,5910,
1709,地球的血是什么？,岩浆,沙土,海洋,人,1,5900,5910,
1710,HM品牌的LOGO字体是什么颜色？,红色,白色,黑色,黄色,1,5900,5910,
1711,阿里巴巴的创始人共有几个人？,18,20,3,8,1,5900,5910,
1712,下列由图书起家的B2C网上商城是？,当当网,京东,淘宝,天猫,1,5900,5910,
1713,《传奇》是哪个公司的客户端游戏？,盛大,网易,麒麟,腾讯,1,5900,5910,
1714,ZARA品牌服装设计哪三类人？,男、女、儿童,老人、孩子、背包客,男、女、老人,老人、婴儿、儿童,1,5900,5910,
1715,一号店的公司口号是？,只为更好的生活,尚天猫就购了,一家做特卖的网站,不折不购,1,5900,5910,
1716,优衣库是哪个国家的品牌？,日本,韩国,中国,菲律宾,1,5900,5910,
1717,京东的吉祥物是什么？,狗,燕子,猫,鸡,1,5900,5910,
1718,原名校内网的是哪个网站？,人人网,百度,开心网,苏宁易购,1,5900,5910,
1719,从理论上讲，宇航员在太空中会比在地球上？,老得慢,老得快,一样快,快速死亡,1,5900,5910,
1720,空调的发明者是哪国人？,美国,中国,日本,德国,1,5900,5910,
1721,西伯利亚的房屋一般都是歪歪斜斜的，这是因为？,冬夏气温变化,地面形状变化,雨季较多,设计理念,1,5900,5910,
1722,我国海洋气温最高值出现在？,8月,9月,6月,7月,1,5900,5910,
1723,地球上的四季变迁是由什么引起的？,地球公转,地球自转,地球半公转,地球半自转,1,5900,5910,
1724,坦克是哪个国家发明的？,英国,美国,中国,德国,1,5900,5910,
1725,智力的核心是？,抽象思维能力,智商,逻辑判断能力,辨识的能力,1,5900,5910,
1726,第一架望远镜是由谁发明？,伽利略,牛顿,爱因斯坦,张衡,1,5900,5910,
1727,下面哪一种生态系统的生态平衡最容易维持？,热带雨林,热带季风,亚热带季风,亚热带地中海,1,5900,5910,
1728,地球已经有多大年岁了？,50~60亿年,60~70亿年,20~30亿年,80~90亿年,1,5900,5910,
1729,“隐形飞机”是指什么样的飞机？,雷达测不到,敌人看不到,战斗能力强,速度快,1,5900,5910,
1730,发射第一颗人造卫星的国家是？,前苏联,美国,中国,俄罗斯,1,5900,5910,
1731,被称为“世界油王”，含油最多的树是？,油棕,棕榈,剑麻,刺桐,1,5900,5910,
1732,地球的平均半径为多少千米？,6371千米,8500千米,5621千米,7468千米,1,5900,5910,
1733,薄公英靠什么传播种子？,风力,茎,根,嘴,1,5900,5910,
1734,许多人都喜欢到低于海平面410公尺的死海去做日光浴是因为？,紫外线最弱,紫外线最强,红外线最弱,红外线最强,1,5900,5910,
1735,世界最重要的IT高科技产业基地硅谷位于美国的哪个州？,加利弗尼亚州,得克萨斯州,伊利诺伊州,亚利桑那州,1,5900,5910,
1736,AH-64是美国哪种军用飞机系列代号之一？,直升机,运输机,战斗机,航空母舰,1,5900,5910,
1737,世界天气的推动力是？,太阳,月亮,大气层,地球,1,5900,5910,
1738,从卫星照片上看，地球蓝色的部分主要是什么？,海洋,陆地,草原,河流,1,5900,5910,
1739,早晨有雾多半是什么天？,晴天,阴天,多云,冰雹,1,5900,5910,
1740,下列哪个不是属于湿地？,池塘,盐沼,泥炭地,沼泽地,1,5900,5910,
1741,世界上公认的第一架实用飞机的发明者是谁？,莱特兄弟,阿代尔,卡尔本茨,贝尔,1,5900,5910,
1742,为了便于让望远镜观测天体，天文台的房子屋顶被设计成？,圆顶,三角形,梯形,凹顶,1,5900,5910,
1743,谁发明了蒸汽机？,瓦特,牛顿,爱因斯坦,贝多芬,1,5900,5910,
1744,索尼是哪个国家的品牌？,日本,美国,韩国,毛里求斯,1,5900,5910,
1745,三星是哪个国家的品牌？,韩国,日本,中国,毛里求斯,1,5900,5910,
1746,长江里的“大熊猫”是指？,中华鲟,白鳍豚,扬子鳄,鲈鱼,1,5900,5910,
1747,电报最早起源于哪个国家？,美国,中国,英国,法国,1,5900,5910,
1748,中国战略导弹部队又称作？,第二炮军,中国火箭队,第一集团军,核导弹军,1,5900,5910,
1749,居室中什么地方污染最重？,厨房,卧室,客厅,洗手间,1,5900,5910,
1750,左右肝管合并后称为什么？,肝总管,胆总管,胆囊管,大总管,1,5900,5910,
1751,中药性能中五味是指什么？,辛甘酸苦咸,辣苦酸甜醒,酸甜苦辣咸,酸甜苦辣涩,1,5900,5910,
1752,拔火罐一般留罐的时间为？,10到15分钟,1到5分钟,5到10分钟,60分钟以上,1,5900,5910,
1753,儿童房的相对湿度应保持在？,30％―70％之间,70％-90％,1,10％以下,1,5900,5910,
1754,人们比较适应的声音强度为？,15-35分贝,60-80分贝,0-10分贝,100分贝,1,5900,5910,
1755,哪一个不是三大兵法王国？,古印度,古中国,古希腊,古罗马,1,5900,5910,
1756,哪种武器被称为陆战之王？,坦克,火炮,装甲车,两栖步战车,1,5900,5910,
1757,静脉切开时临床上多选用？,大隐静脉,小隐静脉,颈外静脉,正中静脉,1,5900,5910,
1758,下列科学家中哪位是犹太人？,爱因斯坦,牛顿,钱学森,培根,1,5900,5910,
1759,Seat品牌属于哪个国家？,西班牙,美国,英国,德国,1,5900,5910,
1760,哪种植物被人称作“尸花”？,巨魔芋,鬼兰花,大王花,鹦鹉嘴花,1,5900,5910,
1761,水母体内水的含量约为多少？,0.97,0.79,0.88,1,1,5900,5910,
1762,地衣实际上是一种什么生物？,真菌与藻类的共生体,真菌与细菌的共生体,放线菌,苔藓植物,1,5900,5910,
1763,信息化军队建设的先行者是？,美国,前苏联,英国,法国,1,5900,5910,
1764,下列哪种武器是进攻性武器？,航空母舰,地空导弹,护卫舰,远洋补给舰,1,5900,5910,
1765,天然伪装技术主要用于对付？,光学侦查,红外侦查,雷达侦查,激光侦查,1,5900,5910,
1766,绝对不可进行的异型输血是？,Ａ型血输给Ｂ型人,Ｏ型血输给Ｂ型人,Ｏ型血输给A型人,Ｂ型血输给ＡＢ型人,1,5900,5910,
1767,“粒子束武器”是什么武器？,X射线激光武器,高射炮,导弹,无人驾驶,1,5900,5910,
1768,数码单反相机的英文缩写是？,DSLR,DC,SLR,Dog,1,5900,5910,
1769,阿里巴巴集团主要创始人是？,马云,丁磊,李开复,四十大盗匪首,1,5900,5910,
1770,第三次工业技术革命的标志是？,微电子技术,蒸汽机的发明,电气化,火药的发明,1,5900,5910,
1771,以下属于不可更新的自然资源是？,金属矿,土壤,生物,水,1,5900,5910,
1772,oppo是哪个公司的子品牌？,步步高,三星,LG,HTC,1,5900,5910,
1773,草原生态系统退化的主要原因是？,过度放牧,沙尘暴,种草速度过慢,践踏,1,5900,5910,
1774,湿地生态系统被誉为地球之什么？,地球之肾,地球之胃,地球之肺,地球之心,1,5900,5910,
1775,创立狭义相对论的是哪个科学家？,爱因斯坦,伽利略,哥白尼,牛顿,1,5900,5910,
1776,我国哪个潮汐电站居世界第三位？,浙江江厦,福建福州,浙江宁波,海南琼海,1,5900,5910,
1777,地震的震级是根据什么来划分的？,释放能量,破坏程度,财产损失,人员损失,1,5900,5910,
1778,美国现行的军事战略名称是什么？,先发制人战略,现实遏制战略,后发制人战略,和平战略,1,5900,5910,
1779,被称为动能武器的“眼睛”的是？,探测系统,制导系统,针孔摄像头,红外线装置,1,5900,5910,
1780,体循环起始于左心室，终于哪里？,右心房,右心室,左心房,左心室,1,5900,5910,
1781,目前世界上已知最先进的雷达是？,有源相控阵雷达,三坐标雷达,机械雷达,多普勒雷达,1,5900,5910,
1782,俄罗斯现役的唯一一艘航空母舰是？,库兹涅索夫号,戈尔什科夫上将号,瓦良格号,基辅号,1,5900,5910,
1783,被誉为“中国导弹之父”的是谁？,钱学森,王淦昌,邓稼先,金怡濂,1,5900,5910,
1784,禁止采猎的野生药材是以下哪种？,豹骨,天麻,麝香,丹参,1,5900,5910,
1785,下列哪一项不是导弹的制导方式？,人工口令,寻的式制导,地形与景象制导,惯性制导,1,5900,5910,
1786,下列哪一个不是世界三大航空展？,珠海航展,巴黎航展,新加坡航展,范保罗航展,1,5900,5910,
1787,目前中国最先进的护卫舰型号是？,054A型,江卫级,旅沪级,旅洋级,1,5900,5910,
1788,恐龙盛行于哪一个史前生命时期？,侏罗纪,新世纪,寒武纪,创世纪,1,5900,5910,
1789,下列哲学家不属于唯心主义的是？,车尔尼雪夫斯基,尼采,黑格尔,叔本华,1,5900,5910,
1790,在生态系统中，蚯蚓属于哪一类？,分解者,生产者,消费者,生物,1,5900,5910,
1791,HTC公司总部位于我国哪个省？,台湾,广东,黑龙江,江苏,1,5900,5910,
1792,DVD的储存大小一般为多少？,4.7GB,700MB,500GB,300MB,1,5900,5910,
1793,下列鸟类属国家一级保护动物的是？,金雕,大天鹅,猎隼,蓑羽鹤,1,5900,5910,
1794,需要特殊安全处理的过期药品属于？,有害垃圾,其他垃圾,不可回收垃圾,厨余垃圾,1,5900,5910,
1795,在太阳系中质量最大的行星是哪个？,木星,水星,海王星,金星,1,5900,5910,
1796,人类身体中血糖的主要来源是哪里？,食物中,肝糖元,肌糖元,脂肪,1,5900,5910,
1797,聚美优品是一家卖什么的网站？,护肤彩妆用品,综合用品,女性用品,母婴,1,5900,5910,
1798,聚美优品的创始人是谁？,陈欧,马诺,凤姐夫,芙蓉姐姐,1,5900,5910,
1799,聚美优品的创始人是几零后？,80后,70后,60后,90后,1,5900,5910,
1800,下列哪个是唯品会的网站？,vip.com,weipin.com,wp.com,taobao.com,1,5900,5910,
1801,唯品会的总部在哪？,广州,上海,北京,天津,1,5900,5910,
1802,下列什么商品不在唯品会上销售？,生鲜,美妆,亲子,居家,1,5900,5910,
1803,唯品会的创始人是谁？,沈亚,董思阳,马化腾,马云,1,5900,5910,
1804,一号店的企业代言人是谁？,姚晨,刘青云,温碧霞,叶倩文,1,5900,5910,
1805,一号店的总部在哪里？,上海,深圳,北京,四川,1,5900,5910,
1806,优衣库是做什么的品牌公司？,服装,床品,家居,家具,1,5900,5910,
1807,优衣库的商标底色是？,红色,蓝色,黄色,绿色,1,5900,5910,
1808,ZARA品牌所属的国家是？,西班牙,中国,韩国,日本,1,5900,5910,
1809,ZARA品牌是设计什么的？,服装,饰品,箱包,床品,1,5900,5910,
1810,HM品牌的产地是哪？,瑞士,西班牙,韩国,中国,1,5900,5910,
1811,GAP是哪个国家的品牌？,美国,中国,韩国,日本,1,5900,5910,
1812,GAP品牌的LOGO底色是什么颜色？,蓝色,绿色,荧光黄,黑色,1,5900,5910,
1813,天猫商城的英文名是？,Tmall,Tcat,Tdog,Taobao,1,5900,5910,
1814,天猫商城属于哪家集团？,阿里集团,1号店集团,京东集团,亚马逊集团,1,5900,5910,
1815,天猫与普通店铺的不同区别是？,信用评价无负值,可退换货,可开发票,赠送小礼品,1,5900,5910,
1816,天猫每年会举办什么活动？,双十一,双十,双六节,双九节,1,5900,5910,
1817,天猫商城的LOGO上是什么动物？,猫,狗,猪,牛,1,5900,5910,
1818,天猫打造的是？,品牌旗舰店,品牌打折店,品牌加盟店,品牌二手店,1,5900,5910,
1819,天猫的官网是？,tmall.com,taobao.com,jd.com,vip.com,1,5900,5910,
1820,天猫的公司标语是？,尚天猫就购了,你买我卖,中国时尚,没有我们做不到的,1,5900,5910,
1821,京东的口号是什么？,多快好省,多快节省,相信我们,有梦就有未来,1,5900,5910,
1822,京东创立于哪里？,北京,上海,杭州,天津,1,5900,5910,
1823,京东于哪年正式上市？,2014年,2013年,2012年,2010年,1,5900,5910,
1824,下列哪个是京东的网址？,jd.com,taobao.com,163.com,sina.com,1,5900,5910,
1825,乐蜂网的创办人是谁？,李静,马化腾,陈欧,李彦宏,1,5900,5910,
1826,乐蜂网的经营范围是？,护肤彩妆用品,家具,厨具,床品,1,5900,5910,
1827,苏宁易购的总部在？,南京,北京,上海,广州,1,5900,5910,
1828,苏宁易购是哪个集团的网上平台？,苏宁集团,京东集团,大中电器,易购集团,1,5900,5910,
1829,“大众点评”专做团购的网站叫什么？,大众点评团,糯米团,360团购,美团,1,5900,5910,
1830,大众点评的业务范围主要是针对哪个行业？,餐饮业,制造业,渔业,零售电脑业,1,5900,5910,
1831,大众点评的LOGO是什么颜色的？,黄色,蓝色,紫色,粉色,1,5900,5910,
1832,美食推荐是哪个网站的业务？,大众点评团,京东,新浪,盛大,1,5900,5910,
1833,下列哪个软件属于腾讯公司？,QQ,阿里旺旺,360卫士,快播,1,5900,5910,
1834,腾讯的标志LOGO是一只？,企鹅,大雁,猫咪,海豚,1,5900,5910,
1835,腾讯的英文名是？,Tencent,tenxun,RTX,QQ,1,5900,5910,
1836,腾讯的创办人是谁？,马化腾,李彦宏,丁磊,刘强东,1,5900,5910,
1837,腾讯的总部在哪里？,深圳,北京,上海,南京,1,5900,5910,
1838,百度公司的口号是什么？,百度一下，你就知道,内事问百度,跟着度娘走,百度知天下,1,5900,5910,
1839,全球最大的中文搜索引擎是？,百度,搜狗,谷歌,搜搜,1,5900,5910,
1840,百度公司的总部在？,北京,上海,深圳,福建,1,5900,5910,
1841,百度的形象动物是什么？,熊,狐,企鹅,狗,1,5900,5910,
1842,百度的董事长是谁？,李彦宏,丁磊,刘强东,陈欧,1,5900,5910,
1843,下列是网易的官网的是？,163.com,17173.com,sina.com,renren.com,1,5900,5910,
1844,下列游戏属于网易公司的是？,梦幻西游,成吉思汗,我叫MT,石器时代,1,5900,5910,
1845,搜狐公司的吉祥物是什么？,狐狸,鸟,狗,蛇,1,5900,5910,
1846,搜狐的总部地址在哪里？,北京,天津,河北,上海,1,5900,5910,
1847,搜狐的外文名称是？,SOHU,SOHOO,SOOHU,SOHO,1,5900,5910,
1848,搜狐出的一款输入法叫什么？,搜狗拼音,智能ABC,百度拼音,紫光拼音,1,5900,5910,
1849,搜狐的董事局主席是谁？,张朝阳,马云,董思阳,陈欧,1,5900,5910,
1850,新浪的LOGO上有一只什么？,眼睛,嘴,手指,舌头,1,5900,5910,
1851,下列哪个网站开展了校园互动的交流平台？,人人网,凤凰网,艺龙,世纪佳缘,1,5900,5910,
1852,如果是预定旅店可以去哪个网站？,携程,乐视网,当当网,优酷网,1,5900,5910,
1853,优酷是一家什么网站？,视频网站,相亲网站,交流网站,小说连载网站,1,5900,5910,
1854,优酷的外文名称是什么？,Youku,Yoku,Yuku,Yoko,1,5900,5910,
1855,优酷的总部在哪？,北京,香港,深圳,上海,1,5900,5910,
1856,世纪佳缘网是经营哪方面业务的？,婚恋,鉴宝,亲子,教育,1,5900,5910,
1857,世纪佳缘网的注册要求是什么？,实名认证,高学历,高收入,有房有车,1,5900,5910,
1858,PPTV网络电视的原名是什么？,PPLive,PPLife,PP乐视,PPGame,1,5900,5910,
1859,PPTV网络电视LOGO字体的主色调是什么颜色？,蓝色,绿色,白色,红色,1,5900,5910,
1860,“MSN”是哪个公司推出的即时通讯软件？,微软,腾讯,百度拼音,搜狐,1,5900,5910,
1861,智联招聘的总部在哪？,北京,上海,杭州,天津,1,5900,5910,
1862,智联招聘的经营范围是？,人力资源服务,小商品买卖,二手交易,IT行业,1,5900,5910,
1863,迅雷是一个拥有什么功能的软件？,下载资源,及时课堂,在线交易,在线语音,1,5900,5910,
1864,前程无忧的外文名称是什么？,51job,jobs,boos,bussnise,1,5900,5910,
1865,凡客诚品是一家什么样的网站？,网上商城,交友互动,资源下载,物品置换,1,5900,5910,
1866,中国最早的计算机反病毒软件是哪家公司的？,瑞星,360,百度,金山,1,5900,5910,
1867,瑞星杀毒软件上的小动物是什么？,狮子,猫,狗,兔子,1,5900,5910,
1868,天涯社区的用户称天涯管理员为？,涯叔,度娘,蜀黍,涯婶,1,5900,5910,
1869,中国大陆最有影响里的网上八卦社区是？,天涯,土豆,西祠,百度贴吧,1,5900,5910,
1870,亚马逊公司的外文名称是？,Amazon,Yama,Yahoo,Yamo,1,5900,5910,
1871,美国最大的网络电子商务公司是？,亚马逊,iHerb,Gmarket,ebay,1,5900,5910,
1872,美国亚马逊的总部地址是哪？,西雅图,洛杉矶,纽约,旧金山,1,5900,5910,
1873,美国亚马逊刚开始经营的是什么？,图书,电子商品,医药品,食品,1,5900,5910,
1874,PopCap公司的中文名是？,宝开,泡泡堂,网易,新浪,1,5900,5910,
1875,下列哪款游戏出自宝开公司？,植物大战僵尸,我叫MT,螃蟹先生,BB Racing,1,5900,5910,
1876,下列属于暴雪娱乐公司出品的游戏是？,星际争霸,天天酷跑,2048,消消乐,1,5900,5910,
1877,看到“Blizzard”想到的是哪家游戏公司？,暴雪娱乐,巨人,人人网,乐动卓越,1,5900,5910,
1878,《Warcraft》是由哪家游戏公司开发的？,暴雪娱乐,百度,网易,搜狐,1,5900,5910,
1879,享誉“游戏帝国”美称的是哪家游戏公司？,暴雪娱乐,腾讯,搜狐,畅游,1,5900,5910,
1880,暴雪娱乐推出的游戏产品在中国大多由哪家公司代理？,网易,盛大,世纪天成,巨人,1,5900,5910,
1881,“YAHOO”的中文名是？,雅虎,亚马逊,完美时空,任天堂,1,5900,5910,
1882,雅虎外文名称后有个标点符号是什么？,！,？,。,，,1,5900,5910,
1883,雅虎是哪国的著名互联网门户网站？,美国,中国,日本,法国,1,5900,5910,
1884,Google公司的中文名是什么？,谷歌,哥哥,谷狗,搜狗,1,5900,5910,
1885,谷歌浏览器叫什么？,Chrome,遨游浏览器,360浏览器,腾讯浏览器,1,5900,5910,
1886,2010年谷歌因为败诉结束了哪国的搜索业务？,中国,韩国,菲律宾,美国,1,5900,5910,
1887,阿里巴巴公司的外文名称是？,Alibaba,Ali,Alimama,Alipay,1,5900,5910,
1888,阿里巴巴公司的创始人是谁？,马云,马化腾,陈欧,丁磊,1,5900,5910,
1889,阿里巴巴旗下的网上贸易市场平台是？,淘宝网,ebay,1号店,京东,1,5900,5910,
1890,阿里巴巴哪年上市的？,2014,2010,2012,2008,1,5900,5910,
1891,阿里巴巴在哪个国家上市的？,美国,希腊,法国,中国,1,5900,5910,
1892,Facebook译成中文为？,脸谱,脸型,图书,教科书,1,5900,5910,
1893,下列对Facebook经营状态描述正确的是？,大陆封禁,照片封禁,视频封禁,文字封禁,1,5900,5910,
1894,全世界明星使用最多的社交网络服务网站是？,Facebook,天涯社区,西祠胡同,新浪微博,1,5900,5910,
1895,Facebook的LOGO底色为？,蓝色,绿色,黑色,红色,1,5900,5910,
1896,人每天应吃几分饱为宜？,八分,五分,六分,十分,1,5900,5910,
1897,下列气体不能燃烧的是？,氧气,氢气,甲烷,一氧化碳,1,5900,5910,
1898,一个臭氧分子由几个氧原子组成？,3个,1个,2个,没有氧原子,1,5900,5910,
1899,能用于加热仪器的是？,烧杯,量筒,量杯,滴定管,1,5900,5910,
1900,下列四种食物含热量最高的是哪个？,冰淇淋,冰牛奶,冰果汁,冰酸梅汤,1,5900,5910,
1901,空气是什么颜色？,无色,黑色,红色,黄色,1,5900,5910,
1902,算术（5+5）*8=？,80,45,18,28,1,5900,5910,
1903,算术（10+10）*10=？,200,100,1000,50,1,5900,5910,
1904,算术10+10*10=？,110,1000,1100,100,1,5900,5910,
1905,56？14=42,减,加,乘,除,1,5900,5910,
1906,32？4=8,除,加,乘,减,1,5900,5910,
1907,运动型多用途越野车的英文简称是哪三个字母组成的？,SUV,GPS,GDP,PPS,1,5900,5910,
1908,以下哪项属于爱迪生的发明成就？,电灯,iPad,iPhone,MP5,1,5900,5910,
1909,以下不是真实的雨天是哪一项？,流星雨,暴雨,小雨,雷阵雨,1,5900,5910,
1910,我国海洋气温最高值出现在几月？,8,6,7,9,1,5900,5910,
1911,在我国，卫星发射的最佳时间是几点？,19点-21点,18点-20点,5点-7点,0点-2点,1,5900,5910,
1912,极光这种现象是由于什么的作用产生的？,地磁场,黑洞,大气层,温室效应,1,5900,5910,
1913,蝴蝶效应是由谁提出？,洛伦兹,伯伦兹,阿斯,库伯,1,5900,5910,
1914,中药里所说的“陈皮”是指？,晒干的橘皮,柚子皮,香蕉皮,芒果皮,1,5900,5910,
